"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Model","Chain","Cluster_plt","Ontology"
"1028","K11
(27)","CC","GO:0012505","endomembrane system",0.62962962962963,"92/550",3.35364241248203e-08,1.17377484436871e-06,8.29585228350818e-07,"852751/852129/856595/852857/853580/855458/854170/851246/856313/856854/851462/851891/855352/852303/851226/850519/852675",17,"K11 (27)","Bayesian",676000,676,"Bayesian: chain 8",8,11,"ALL"
"1029","K11
(27)","CC","GO:0005789","endoplasmic reticulum membrane",0.407407407407407,"38/550",2.32481291420642e-07,4.06842259986123e-06,2.87542649915004e-06,"852751/856595/852857/855458/851246/856313/851462/851891/851226/850519/852675",11,"K11 (27)","Bayesian",676000,676,"Bayesian: chain 8",8,11,"ALL"
"1030","K11
(27)","CC","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",0.407407407407407,"38/550",2.32481291420642e-07,4.06842259986123e-06,2.87542649915004e-06,"852751/856595/852857/855458/851246/856313/851462/851891/851226/850519/852675",11,"K11 (27)","Bayesian",676000,676,"Bayesian: chain 8",8,11,"ALL"
"1031","K11
(27)","CC","GO:0016021","integral component of membrane",0.62962962962963,"110/550",6.3065076630423e-07,8.82911072825922e-06,6.24012337185238e-06,"852751/856595/855669/852857/853580/855458/854170/851246/856313/856854/851462/851891/852303/851055/851226/850519/852675",17,"K11 (27)","Bayesian",676000,676,"Bayesian: chain 8",8,11,"ALL"
"1032","K11
(27)","CC","GO:0000139","Golgi membrane",0.148148148148148,"12/550",0.00175096112990739,0.0122567279093517,0.00866264980059443,"852129/855458/852303/852675",4,"K11 (27)","Bayesian",676000,676,"Bayesian: chain 8",8,11,"ALL"
"1033","K11
(27)","CC","GO:0005794","Golgi apparatus",0.148148148148148,"17/550",0.00709293004030035,0.0354646502015017,0.0250652414957982,"852129/855458/852303/852675",4,"K11 (27)","Bayesian",676000,676,"Bayesian: chain 8",8,11,"ALL"
"1034","K12
(24)","BP","GO:0006260","DNA replication",0.625,"51/549",2.95123563705746e-11,1.08310347880009e-08,8.17026286890644e-09,"853821/852245/855448/856305/851391/856237/851671/851266/850297/850793/855621/855950/853747/854063/855404",15,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1035","K12
(24)","BP","GO:0006261","DNA-dependent DNA replication",0.583333333333333,"47/549",1.68194585347961e-10,3.08637064113508e-08,2.32816715507967e-08,"853821/852245/855448/856305/851391/856237/851671/851266/850297/850793/855621/855950/854063/855404",14,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1036","K12
(24)","BP","GO:0006281","DNA repair",0.541666666666667,"72/549",9.37219998961894e-07,0.000114653246539672,8.64873192024485e-05,"853821/855448/856305/851391/851671/851266/850297/850793/855621/855950/853747/854063/855404",13,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1037","K12
(24)","BP","GO:0034645","cellular macromolecule biosynthetic process",0.75,"156/549",1.71501913079588e-06,0.000132750049396518,0.000100138428198147,"853821/852245/855448/856305/851391/856237/851671/853327/851266/850297/850793/855621/854143/855950/853747/854063/852362/855404",18,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1038","K12
(24)","BP","GO:0071897","DNA biosynthetic process",0.333333333333333,"24/549",1.80858377924411e-06,0.000132750049396518,0.000100138428198147,"853821/852245/856305/851391/851266/855621/853747/855404",8,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1039","K12
(24)","BP","GO:0006974","cellular response to DNA damage stimulus",0.541666666666667,"81/549",4.09048532155124e-06,0.000166800901445478,0.000125824285329588,"853821/855448/856305/851391/851671/851266/850297/850793/855621/855950/853747/854063/855404",13,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1040","K12
(24)","BP","GO:0033260","nuclear DNA replication",0.208333333333333,"18/549",0.000606880439753814,0.00636357489684713,0.00480028738812791,"851391/856237/850297/850793/855621",5,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1041","K12
(24)","BP","GO:0044786","cell cycle DNA replication",0.208333333333333,"18/549",0.000606880439753814,0.00636357489684713,0.00480028738812791,"851391/856237/850297/850793/855621",5,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1042","K12
(24)","BP","GO:0006302","double-strand break repair",0.25,"43/549",0.0074938640595529,0.0450030016202183,0.0339474815032767,"853821/851266/850793/855621/853747/855404",6,"K12 (24)","Bayesian",676000,676,"Bayesian: chain 8",8,12,"ALL"
"1043","K13
(35)","BP","GO:0097502","mannosylation",0.142857142857143,"10/549",0.000158434985930657,0.0343925932241562,0.03261608156503,"852845/856050/854499/852458/851464",5,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1044","K13
(35)","BP","GO:1901135","carbohydrate derivative metabolic process",0.257142857142857,"37/549",0.000212957233586106,0.0343925932241562,0.03261608156503,"852845/856050/852009/853102/854499/853690/852458/851464/850844",9,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1045","K13
(35)","CC","GO:0005794","Golgi apparatus",0.171428571428571,"17/550",0.000320558154136687,0.0170752261676969,0.0148994355756912,"852845/856050/852114/851551/853690/852458",6,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1046","K13
(35)","CC","GO:0000139","Golgi membrane",0.142857142857143,"12/550",0.000449348057044654,0.0170752261676969,0.0148994355756912,"852845/856050/852114/853690/852458",5,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1047","K13
(35)","CC","GO:0005789","endoplasmic reticulum membrane",0.228571428571429,"38/550",0.00146831174549577,0.023553883296705,0.0205525574472633,"852845/853372/851551/854499/856510/853690/851464/850739",8,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1048","K13
(35)","CC","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",0.228571428571429,"38/550",0.00146831174549577,0.023553883296705,0.0205525574472633,"852845/853372/851551/854499/856510/853690/851464/850739",8,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1049","K13
(35)","MF","GO:0000030","mannosyltransferase activity",0.142857142857143,"10/546",0.000162634588902421,0.00943280615634039,0.00941568672592961,"852845/856050/854499/852458/851464",5,"K13 (35)","Bayesian",676000,676,"Bayesian: chain 8",8,13,"ALL"
"1050","K14
(11)","CC","GO:0000322","storage vacuole",0.454545454545455,"54/550",0.00222569358423966,0.0284855383948591,0.0248809853840875,"850992/853882/855940/852543/855438",5,"K14 (11)","Bayesian",676000,676,"Bayesian: chain 8",8,14,"ALL"
"1051","K14
(11)","CC","GO:0000323","lytic vacuole",0.454545454545455,"54/550",0.00222569358423966,0.0284855383948591,0.0248809853840875,"850992/853882/855940/852543/855438",5,"K14 (11)","Bayesian",676000,676,"Bayesian: chain 8",8,14,"ALL"
"1052","K14
(11)","CC","GO:0000324","fungal-type vacuole",0.454545454545455,"54/550",0.00222569358423966,0.0284855383948591,0.0248809853840875,"850992/853882/855940/852543/855438",5,"K14 (11)","Bayesian",676000,676,"Bayesian: chain 8",8,14,"ALL"
"1053","K14
(11)","CC","GO:0005773","vacuole",0.454545454545455,"55/550",0.00242430113998801,0.0284855383948591,0.0248809853840875,"850992/853882/855940/852543/855438",5,"K14 (11)","Bayesian",676000,676,"Bayesian: chain 8",8,14,"ALL"
"1054","K16
(31)","BP","GO:0000278","mitotic cell cycle",0.580645161290323,"142/549",9.05826662154872e-05,0.0137726319885583,0.0126016794713125,"851097/851197/854370/856191/852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/852249/856263",18,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1055","K16
(31)","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.225806451612903,"23/549",0.000118798476259072,0.0137726319885583,0.0126016794713125,"852099/851957/853041/854555/856577/852249/856263",7,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1056","K16
(31)","BP","GO:0000280","nuclear division",0.451612903225806,"93/549",0.000141257763985213,0.0137726319885583,0.0126016794713125,"854674/851097/851197/854370/853100/852787/855636/851957/853041/854555/856458/856577/852249/856263",14,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1057","K16
(31)","CC","GO:0099080","supramolecular complex",0.354838709677419,"43/550",4.9685735031139e-06,0.00043226589477091,0.000324264797045328,"851097/851197/852786/854370/852099/853100/852787/853041/856577/852249/856263",11,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1058","K16
(31)","CC","GO:0005856","cytoskeleton",0.419354838709677,"79/550",0.000102722971027188,0.00446844923968267,0.00335201273878192,"851197/854370/852099/852787/851957/850639/853041/854555/856458/856577/855555/852249/856263",13,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1059","K16
(31)","CC","GO:0000776","kinetochore",0.193548387096774,"21/550",0.000582743838134517,0.00633733923971287,0.00475396289004475,"851097/851197/854370/853100/852787/853041",6,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1060","K16
(31)","CC","GO:0000777","condensed chromosome kinetochore",0.193548387096774,"21/550",0.000582743838134517,0.00633733923971287,0.00475396289004475,"851097/851197/854370/853100/852787/853041",6,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1061","K16
(31)","CC","GO:0000778","condensed nuclear chromosome kinetochore",0.193548387096774,"21/550",0.000582743838134517,0.00633733923971287,0.00475396289004475,"851097/851197/854370/853100/852787/853041",6,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1062","K16
(31)","CC","GO:0000779","condensed chromosome, centromeric region",0.193548387096774,"21/550",0.000582743838134517,0.00633733923971287,0.00475396289004475,"851097/851197/854370/853100/852787/853041",6,"K16 (31)","Bayesian",676000,676,"Bayesian: chain 8",8,16,"ALL"
"1063","K17
(17)","BP","GO:0034645","cellular macromolecule biosynthetic process",0.588235294117647,"156/549",0.00753110063890096,0.0359986610539466,0.0233067746088093,"855976/851811/852295/851810/855700/852283/855743/852294/852062/855255",10,"K17 (17)","Bayesian",676000,676,"Bayesian: chain 8",8,17,"ALL"
"1064","K17
(17)","CC","GO:0000788","nuclear nucleosome",0.529411764705882,"10/550",2.01854862901953e-14,1.31205660886269e-12,9.77402494051562e-13,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K17 (17)","Bayesian",676000,676,"Bayesian: chain 8",8,17,"ALL"
"1065","K17
(17)","CC","GO:0000786","nucleosome",0.529411764705882,"11/550",1.09540359377847e-13,3.56006167978003e-12,2.6520297533584e-12,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K17 (17)","Bayesian",676000,676,"Bayesian: chain 8",8,17,"ALL"
"1066","K17
(17)","CC","GO:0044815","DNA packaging complex",0.529411764705882,"13/550",1.38622836020109e-12,3.0034947804357e-11,2.23742121295615e-11,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K17 (17)","Bayesian",676000,676,"Bayesian: chain 8",8,17,"ALL"
"1067","K17
(17)","CC","GO:0000790","nuclear chromatin",0.588235294117647,"30/550",7.14420713315369e-10,1.16093365913748e-08,8.64825074013342e-09,"855701/855976/852284/851811/852295/851810/855700/852283/852294/852062",10,"K17 (17)","Bayesian",676000,676,"Bayesian: chain 8",8,17,"ALL"
"1068","K17
(17)","CC","GO:0000785","chromatin",0.588235294117647,"32/550",1.49684698031637e-09,1.94590107441128e-08,1.44957812830638e-08,"855701/855976/852284/851811/852295/851810/855700/852283/852294/852062",10,"K17 (17)","Bayesian",676000,676,"Bayesian: chain 8",8,17,"ALL"
"1069","K18
(28)","CC","GO:0099080","supramolecular complex",0.357142857142857,"43/550",1.38409327803367e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/852216/855859/853010/854240/854889/852655/854827",10,"K18 (28)","Bayesian",676000,676,"Bayesian: chain 8",8,18,"ALL"
"1070","K18
(28)","CC","GO:0000776","kinetochore",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/853010/854240/854827",7,"K18 (28)","Bayesian",676000,676,"Bayesian: chain 8",8,18,"ALL"
"1071","K18
(28)","CC","GO:0000777","condensed chromosome kinetochore",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/853010/854240/854827",7,"K18 (28)","Bayesian",676000,676,"Bayesian: chain 8",8,18,"ALL"
"1072","K18
(28)","CC","GO:0000778","condensed nuclear chromosome kinetochore",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/853010/854240/854827",7,"K18 (28)","Bayesian",676000,676,"Bayesian: chain 8",8,18,"ALL"
"1073","K18
(28)","CC","GO:0000779","condensed chromosome, centromeric region",0.25,"21/550",2.91492624425948e-05,0.00039351504297503,0.000255695284584165,"855144/856738/850734/855859/853010/854240/854827",7,"K18 (28)","Bayesian",676000,676,"Bayesian: chain 8",8,18,"ALL"
"1074","K18
(28)","CC","GO:0005856","cytoskeleton",0.357142857142857,"79/550",0.00315816653798644,0.012181499503662,0.00791520435585574,"850734/852216/853513/855859/853010/854240/854889/852655/854827/850907",10,"K18 (28)","Bayesian",676000,676,"Bayesian: chain 8",8,18,"ALL"
"1075","K22
(16)","BP","GO:0061024","membrane organization",0.25,"12/549",0.000208661367656449,0.0446535326784801,0.0445876396150096,"854903/852382/855221/856272",4,"K22 (16)","Bayesian",676000,676,"Bayesian: chain 8",8,22,"ALL"
"1076","K22
(16)","CC","GO:0005938","cell cortex",0.375,"33/550",0.000153310644379898,0.00850228104940461,0.0076238777441055,"851926/854903/850345/854953/852382/855948",6,"K22 (16)","Bayesian",676000,676,"Bayesian: chain 8",8,22,"ALL"
"1077","K22
(16)","CC","GO:0071944","cell periphery",0.625,"111/550",0.000209932865417398,0.00850228104940461,0.0076238777441055,"851926/854903/851663/850345/854953/852382/851067/855948/855221/856272",10,"K22 (16)","Bayesian",676000,676,"Bayesian: chain 8",8,22,"ALL"
"1078","K22
(16)","CC","GO:0005886","plasma membrane",0.4375,"57/550",0.000488257510461637,0.0131829527824642,0.0118209713059133,"854903/851663/854953/852382/851067/855221/856272",7,"K22 (16)","Bayesian",676000,676,"Bayesian: chain 8",8,22,"ALL"
"1079","K22
(16)","MF","GO:0008289","lipid binding",0.25,"14/546",0.000415761967559332,0.0199565744428479,0.0199565744428479,"851926/854903/852382/855221",4,"K22 (16)","Bayesian",676000,676,"Bayesian: chain 8",8,22,"ALL"
"1080","K27
(22)","BP","GO:0042254","ribosome biogenesis",0.727272727272727,"22/549",2.00008425024756e-21,3.04012806037628e-19,2.63168980295731e-19,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/851240/856228/851403/851656/855613",16,"K27 (22)","Bayesian",676000,676,"Bayesian: chain 8",8,27,"ALL"
"1081","K27
(22)","BP","GO:0022613","ribonucleoprotein complex biogenesis",0.727272727272727,"23/549",6.50134730258861e-21,4.94102394996735e-19,4.27720217275567e-19,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/851240/856228/851403/851656/855613",16,"K27 (22)","Bayesian",676000,676,"Bayesian: chain 8",8,27,"ALL"
"1082","K27
(22)","BP","GO:0006364","rRNA processing",0.590909090909091,"17/549",1.94065870673441e-17,7.37450308559075e-16,6.38374574583687e-16,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656/855613",13,"K27 (22)","Bayesian",676000,676,"Bayesian: chain 8",8,27,"ALL"
"1083","K27
(22)","BP","GO:0016072","rRNA metabolic process",0.590909090909091,"17/549",1.94065870673441e-17,7.37450308559075e-16,6.38374574583687e-16,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656/855613",13,"K27 (22)","Bayesian",676000,676,"Bayesian: chain 8",8,27,"ALL"
"1084","K27
(22)","CC","GO:0030684","preribosome",0.590909090909091,"16/550",4.52970064796326e-18,1.13242516199081e-16,6.67534832331428e-17,"854221/852569/853048/853956/850689/856553/855408/851208/851240/856228/851403/851656/855613",13,"K27 (22)","Bayesian",676000,676,"Bayesian: chain 8",8,27,"ALL"
"1085","K30
(20)","BP","GO:0006810","transport",0.55,"86/549",3.86887282624657e-05,0.00655719526454846,0.0057921489270947,"852960/851597/853729/854447/851211/855418/851417/853361/853406/855387/854183",11,"K30 (20)","Bayesian",676000,676,"Bayesian: chain 8",8,30,"ALL"
"1086","K30
(20)","BP","GO:0071702","organic substance transport",0.45,"59/549",6.9092694787465e-05,0.00655719526454846,0.0057921489270947,"852960/854447/851211/855418/851417/853361/853406/855387/854183",9,"K30 (20)","Bayesian",676000,676,"Bayesian: chain 8",8,30,"ALL"
"1087","K30
(20)","BP","GO:0072594","establishment of protein localization to organelle",0.25,"15/549",9.03412593674476e-05,0.00655719526454846,0.0057921489270947,"852960/855418/853361/855387/854183",5,"K30 (20)","Bayesian",676000,676,"Bayesian: chain 8",8,30,"ALL"
"1088","K30
(20)","BP","GO:0071705","nitrogen compound transport",0.4,"47/549",9.17090246789995e-05,0.00655719526454846,0.0057921489270947,"852960/854447/851211/855418/853361/853406/855387/854183",8,"K30 (20)","Bayesian",676000,676,"Bayesian: chain 8",8,30,"ALL"
"1089","K30
(20)","MF","GO:0019899","enzyme binding",0.3,"22/546",5.62133684640487e-05,0.00359765558169912,0.00349114604145144,"852960/852961/855418/853361/853406/854183",6,"K30 (20)","Bayesian",676000,676,"Bayesian: chain 8",8,30,"ALL"
"1090","K32
(12)","BP","GO:0033260","nuclear DNA replication",0.416666666666667,"18/549",1.44384998819981e-05,0.00173867398562879,0.00114561082219012,"852501/852258/856680/850980/853244",5,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1091","K32
(12)","BP","GO:0044786","cell cycle DNA replication",0.416666666666667,"18/549",1.44384998819981e-05,0.00173867398562879,0.00114561082219012,"852501/852258/856680/850980/853244",5,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1092","K32
(12)","BP","GO:0006302","double-strand break repair",0.416666666666667,"43/549",0.00122813189713944,0.0179020218771124,0.0117956271106727,"852501/852258/851772/856680/850980",5,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1093","K32
(12)","BP","GO:0006261","DNA-dependent DNA replication",0.416666666666667,"47/549",0.00187031232769463,0.0200766865420713,0.0132285118236227,"852501/852258/856680/850980/853244",5,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1094","K32
(12)","BP","GO:0006260","DNA replication",0.416666666666667,"51/549",0.00273656563107442,0.0204851484383285,0.0134976470224422,"852501/852258/856680/850980/853244",5,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1095","K32
(12)","BP","GO:0034645","cellular macromolecule biosynthetic process",0.666666666666667,"156/549",0.00608398797892866,0.02796499737683,0.0184261131771801,"852501/852258/851772/856680/850980/854232/853244/850979",8,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1096","K32
(12)","MF","GO:0003688","DNA replication origin binding",0.416666666666667,"13/546",2.35322249651042e-06,0.000134133682301094,3.2201992057511e-05,"852501/852258/856680/850980/853244",5,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1097","K32
(12)","MF","GO:0017111","nucleoside-triphosphatase activity",0.583333333333333,"48/546",1.49593414158453e-05,0.000197237871320684,4.73516588581514e-05,"852501/853671/852258/856394/856680/850980/853244",7,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1098","K32
(12)","MF","GO:0016462","pyrophosphatase activity",0.583333333333333,"49/546",1.73015676597092e-05,0.000197237871320684,4.73516588581514e-05,"852501/853671/852258/856394/856680/850980/853244",7,"K32 (12)","Bayesian",676000,676,"Bayesian: chain 8",8,32,"ALL"
"1099","K2
(8)","CC","GO:0005933","cellular bud",0.75,"73/550",0.000101947407693882,0.00407789630775528,0.00354133100410327,"855389/855804/854437/853650/855945/851375",6,"K2 (8)","Bayesian",676000,676,"Bayesian: chain 9",9,2,"ALL"
"1100","K3
(20)","BP","GO:0032787","monocarboxylic acid metabolic process",0.35,"14/549",7.98598204946769e-08,1.90066372777331e-05,1.80735383224795e-05,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (20)","Bayesian",676000,676,"Bayesian: chain 9",9,3,"ALL"
"1101","K3
(20)","BP","GO:0006091","generation of precursor metabolites and energy",0.3,"12/549",8.46176209982981e-07,7.54815958841563e-05,7.17759536271278e-05,"854556/854529/856314/850317/850614/856044",6,"K3 (20)","Bayesian",676000,676,"Bayesian: chain 9",9,3,"ALL"
"1102","K3
(20)","BP","GO:0019752","carboxylic acid metabolic process",0.35,"19/549",1.0531850824674e-06,7.54815958841563e-05,7.17759536271278e-05,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (20)","Bayesian",676000,676,"Bayesian: chain 9",9,3,"ALL"
"1103","K3
(20)","BP","GO:0006082","organic acid metabolic process",0.35,"20/549",1.58574781269236e-06,7.54815958841563e-05,7.17759536271278e-05,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (20)","Bayesian",676000,676,"Bayesian: chain 9",9,3,"ALL"
"1104","K3
(20)","BP","GO:0043436","oxoacid metabolic process",0.35,"20/549",1.58574781269236e-06,7.54815958841563e-05,7.17759536271278e-05,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (20)","Bayesian",676000,676,"Bayesian: chain 9",9,3,"ALL"
"1105","K5
(3)","CC","GO:0005886","plasma membrane",1,"57/550",0.00106098679749511,0.0124306968210283,0.00568910609658045,"850891/855023/850812",3,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1106","K5
(3)","CC","GO:0031226","intrinsic component of plasma membrane",0.666666666666667,"11/550",0.00108093015835029,0.0124306968210283,0.00568910609658045,"850891/850812",2,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1107","K5
(3)","CC","GO:0031225","anchored component of membrane",0.666666666666667,"18/550",0.00298106105931881,0.0228548014547775,0.0104598633660309,"850891/850812",2,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1108","K5
(3)","CC","GO:0071944","cell periphery",1,"111/550",0.00804315743289059,0.0274336727848754,0.0125554566521169,"850891/855023/850812",3,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1109","K5
(3)","CC","GO:0005618","cell wall",0.666666666666667,"30/550",0.00834937867365772,0.0274336727848754,0.0125554566521169,"850891/850812",2,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1110","K5
(3)","CC","GO:0009277","fungal-type cell wall",0.666666666666667,"30/550",0.00834937867365772,0.0274336727848754,0.0125554566521169,"850891/850812",2,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1111","K5
(3)","CC","GO:0030312","external encapsulating structure",0.666666666666667,"30/550",0.00834937867365772,0.0274336727848754,0.0125554566521169,"850891/850812",2,"K5 (3)","Bayesian",676000,676,"Bayesian: chain 9",9,5,"ALL"
"1112","K9
(4)","BP","GO:0045229","external encapsulating structure organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",676000,676,"Bayesian: chain 9",9,9,"ALL"
"1113","K9
(4)","BP","GO:0071555","cell wall organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",676000,676,"Bayesian: chain 9",9,9,"ALL"
"1114","K9
(4)","BP","GO:0071554","cell wall organization or biogenesis",0.75,"42/549",0.00158453101054067,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",676000,676,"Bayesian: chain 9",9,9,"ALL"
"1115","K9
(4)","CC","GO:0005576","extracellular region",1,"31/550",8.34326540545742e-06,0.000191895104325521,0.000166865308109148,"853693/853366/855562/856893",4,"K9 (4)","Bayesian",676000,676,"Bayesian: chain 9",9,9,"ALL"
"1116","K10
(22)","BP","GO:0006302","double-strand break repair",0.409090909090909,"43/549",1.11865951914029e-05,0.00319936622474123,0.00308514520015533,"850584/853752/854315/850719/854198/853371/855459/856254/850540",9,"K10 (22)","Bayesian",676000,676,"Bayesian: chain 9",9,10,"ALL"
"1117","K10
(22)","BP","GO:0006974","cellular response to DNA damage stimulus",0.5,"81/549",6.80482635652238e-05,0.00949502363503492,0.00915604045778118,"851399/850584/853752/855642/854315/850719/854198/853371/855459/856254/850540",11,"K10 (22)","Bayesian",676000,676,"Bayesian: chain 9",9,10,"ALL"
"1118","K10
(22)","BP","GO:0007064","mitotic sister chromatid cohesion",0.272727272727273,"22/549",9.95981500178488e-05,0.00949502363503492,0.00915604045778118,"850584/854315/853371/855459/856254/850540",6,"K10 (22)","Bayesian",676000,676,"Bayesian: chain 9",9,10,"ALL"
"1119","K10
(22)","BP","GO:0006281","DNA repair",0.454545454545455,"72/549",0.000145238029031442,0.0103845190757481,0.0100137798963784,"850584/853752/855642/854315/850719/854198/853371/855459/856254/850540",10,"K10 (22)","Bayesian",676000,676,"Bayesian: chain 9",9,10,"ALL"
"1120","K10
(22)","BP","GO:0007062","sister chromatid cohesion",0.272727272727273,"25/549",0.000218637497463099,0.0125060648548892,0.0120595840705962,"850584/854315/853371/855459/856254/850540",6,"K10 (22)","Bayesian",676000,676,"Bayesian: chain 9",9,10,"ALL"
"1121","K11
(11)","CC","GO:0005618","cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 9",9,11,"ALL"
"1122","K11
(11)","CC","GO:0009277","fungal-type cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 9",9,11,"ALL"
"1123","K11
(11)","CC","GO:0030312","external encapsulating structure",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 9",9,11,"ALL"
"1124","K11
(11)","CC","GO:0005576","extracellular region",0.363636363636364,"31/550",0.00207602121378236,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 9",9,11,"ALL"
"1125","K11
(11)","CC","GO:0031225","anchored component of membrane",0.272727272727273,"18/550",0.00413429026270169,0.0223251674185891,0.0191482917430394,"853367/856546/850731",3,"K11 (11)","Bayesian",676000,676,"Bayesian: chain 9",9,11,"ALL"
"1126","K12
(18)","BP","GO:0016192","vesicle-mediated transport",0.388888888888889,"22/549",1.44160942937823e-06,0.000213358195547978,0.000172993131525387,"852129/851949/855458/854170/851055/851226/852675",7,"K12 (18)","Bayesian",676000,676,"Bayesian: chain 9",9,12,"ALL"
"1127","K12
(18)","BP","GO:0006810","transport",0.611111111111111,"86/549",9.64827542249734e-06,0.000713972381264803,0.000578896525349841,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K12 (18)","Bayesian",676000,676,"Bayesian: chain 9",9,12,"ALL"
