,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
YNL056W,-0.503200,-0.503200,-0.133200,-0.053200,0.056800,-0.213200,-0.073200,0.296800,0.716800,0.476800,0.546800,0.036800,0.256800,-0.323200,-0.073200,-0.413200,-0.403200,-0.663200,0.136800,0.266800,0.166800,0.516800,0.516800,0.436800,0.066800,-0.093200,-0.053200,-0.163200,-0.183200,-0.413200,-0.433200,-0.533200,0.036800,0.236800,0.166800,0.206800,0.076800,0.156800,-0.043200,0.086800,-0.193200
YNL058C,-1.339800,-1.239800,-1.599800,-1.539800,-1.109800,-0.429800,-0.149800,0.680200,0.740200,0.980200,0.700200,0.530200,0.400200,0.040200,-0.319800,-0.919800,-0.829800,-1.129800,-0.079800,0.140200,0.630200,0.750200,0.940200,0.880200,0.600200,0.130200,0.120200,0.090200,-0.319800,-0.619800,-0.469800,-0.409800,0.200200,0.530200,0.520200,0.940200,0.610200,0.640200,0.370200,0.370200,-0.029800
YNL141W,-1.204400,-0.764400,-0.454400,-0.054400,0.065600,-0.004400,0.105600,0.565600,0.795600,0.445600,0.525600,0.275600,0.455600,-0.014400,0.275600,-0.164400,-0.174400,-0.654400,0.345600,0.335600,0.345600,0.415600,0.505600,0.275600,0.165600,-0.174400,0.155600,-0.094400,-0.154400,-0.314400,-0.374400,-0.594400,-0.024400,-0.024400,-0.124400,0.085600,-0.124400,-0.084400,-0.154400,-0.074400,-0.334400
YNL308C,-1.064900,-0.544900,-0.494900,0.045100,-0.014900,0.195100,-0.094900,0.735100,0.505100,0.825100,0.475100,0.535100,0.325100,0.215100,0.125100,-0.264900,-0.104900,-0.454900,-0.044900,0.505100,0.215100,0.535100,0.245100,0.425100,0.005100,0.085100,-0.074900,-0.104900,-0.334900,-0.344900,-0.344900,-0.334900,-0.334900,0.085100,-0.214900,0.265100,-0.144900,0.165100,-0.284900,-0.374900,-0.534900
YOR101W,-0.926300,-0.666300,-0.386300,0.073700,0.063700,-0.146300,-0.086300,0.303700,0.533700,0.313700,0.313700,0.163700,0.303700,-0.016300,0.043700,-0.166300,-0.216300,-0.476300,0.263700,0.133700,0.193700,0.413700,0.403700,0.333700,-0.026300,-0.236300,-0.026300,-0.006300,-0.106300,-0.276300,-0.306300,-0.426300,0.143700,0.193700,0.103700,0.213700,-0.016300,0.123700,-0.026300,0.103700,-0.196300
YPL058C,-0.498300,-0.238300,-0.798300,-0.258300,-0.098300,-0.048300,-0.098300,0.591700,0.641700,0.551700,0.471700,0.421700,0.281700,-0.048300,-0.028300,-0.498300,-0.378300,-0.818300,0.081700,-0.308300,0.191700,0.331700,0.511700,0.381700,0.181700,-0.318300,0.111700,0.071700,-0.008300,-0.218300,-0.238300,-0.518300,0.221700,-0.018300,0.131700,0.221700,0.071700,0.011700,0.021700,0.071700,-0.138300
YBR255W,-0.404600,-0.164600,-0.224600,-0.034600,-0.064600,-0.084600,-0.254600,0.255400,0.155400,0.385400,0.155400,0.145400,0.115400,0.015400,0.045400,-0.204600,-0.104600,-0.394600,0.025400,-0.044600,0.105400,0.305400,0.305400,0.275400,-0.004600,-0.204600,-0.024600,0.005400,-0.034600,-0.244600,-0.154600,-0.294600,0.095400,0.135400,0.105400,0.135400,0.185400,0.115400,0.055400,0.075400,-0.254600
YER031C,-0.650200,-0.530200,-0.400200,-0.260200,-0.080200,-0.290200,-0.150200,0.159800,0.409800,0.219800,0.289800,0.029800,0.209800,-0.120200,0.029800,-0.320200,-0.250200,-0.430200,0.209800,0.099800,0.139800,0.339800,0.369800,0.279800,0.129800,-0.000200,0.079800,0.049800,-0.100200,-0.100200,-0.200200,-0.240200,0.119800,0.329800,0.119800,0.359800,0.029800,0.169800,-0.050200,0.109800,-0.110200
YER140W,-0.356800,-0.296800,-0.366800,-0.146800,-0.156800,-0.276800,-0.176800,0.373200,0.573200,0.413200,0.433200,0.243200,0.323200,-0.006800,0.003200,-0.376800,-0.246800,-0.596800,0.113200,-0.056800,0.203200,0.363200,0.533200,0.263200,0.163200,-0.286800,0.093200,-0.006800,-0.126800,-0.336800,-0.276800,-0.306800,0.043200,0.063200,0.023200,0.163200,0.043200,0.083200,-0.016800,0.183200,-0.276800
YGL116W,-1.557800,-1.397800,-1.707800,-1.617800,-1.377800,-0.847800,-0.167800,0.812200,1.022200,1.232200,1.012200,0.712200,0.542200,-0.037800,-0.337800,-0.937800,-0.997800,-1.317800,-0.227800,0.122200,0.762200,1.042200,1.142200,1.012200,0.642200,0.012200,0.162200,-0.047800,-0.307800,-0.667800,-0.447800,-0.437800,0.272200,0.542200,0.702200,0.862200,0.722200,0.532200,0.402200,0.362200,-0.187800
YIL092W,-0.368800,-0.288800,-0.308800,-0.178800,-0.158800,0.011200,0.131200,0.401200,0.361200,0.461200,0.331200,0.321200,0.231200,-0.088800,-0.038800,-0.298800,-0.158800,-0.348800,0.051200,0.091200,0.211200,0.381200,0.271200,0.271200,0.081200,-0.128800,0.031200,-0.158800,-0.188800,-0.378800,-0.198800,-0.218800,0.051200,0.041200,-0.068800,0.111200,0.091200,-0.018800,-0.128800,0.061200,-0.268800
YML119W,-0.986600,-1.326600,-1.326600,-1.526600,-0.946600,-0.526600,0.173400,0.783400,1.203400,1.243400,1.053400,0.653400,0.453400,-0.116600,-0.426600,-0.836600,-0.916600,-1.146600,-0.246600,0.323400,0.703400,0.833400,0.933400,0.753400,0.543400,0.003400,-0.016600,-0.106600,-0.486600,-0.616600,-0.606600,-0.326600,0.043400,0.683400,0.533400,0.623400,0.443400,0.423400,0.043400,0.223400,-0.186600
YOL014W,-0.213900,-0.353900,-0.193900,-0.133900,-0.243900,-0.183900,0.096100,0.466100,0.806100,0.706100,0.546100,0.436100,0.476100,0.126100,0.076100,-0.373900,-0.543900,-0.623900,0.056100,0.216100,0.366100,0.476100,0.526100,0.276100,0.006100,-0.303900,-0.083900,-0.073900,-0.283900,-0.343900,-0.373900,-0.503900,-0.173900,0.166100,0.046100,-0.213900,-0.073900,-0.053900,-0.153900,0.036100,-0.403900
YOL158C,-0.146100,0.033900,-0.206100,0.043900,0.163900,-0.196100,-0.126100,0.283900,0.463900,0.463900,0.503900,0.393900,0.413900,-0.026100,0.013900,-0.446100,-0.316100,-0.716100,0.063900,-0.346100,0.133900,0.173900,0.533900,0.213900,0.293900,-0.276100,0.203900,0.023900,-0.046100,-0.266100,-0.266100,-0.806100,-0.066100,-0.076100,0.013900,0.003900,0.093900,-0.086100,-0.016100,0.033900,-0.136100
YBL004W,-1.302200,-0.392200,-0.972200,-0.202200,-0.232200,-0.102200,-0.242200,0.537800,0.337800,0.457800,0.207800,0.527800,0.377800,0.097800,0.187800,-0.332200,-0.202200,-0.702200,0.357800,-0.012200,0.327800,0.467800,0.577800,0.407800,0.127800,-0.372200,0.017800,0.007800,0.037800,-0.332200,-0.212200,-0.412200,0.307800,-0.112200,0.047800,0.437800,0.087800,0.167800,0.137800,0.197800,-0.312200
YDR324C,-0.882700,-0.472700,-0.622700,-0.162700,-0.112700,-0.092700,-0.062700,0.487300,0.537300,0.497300,0.377300,0.467300,0.437300,0.157300,0.127300,-0.282700,-0.302700,-0.672700,0.197300,0.157300,0.267300,0.377300,0.397300,0.367300,0.127300,-0.262700,-0.042700,-0.002700,-0.152700,-0.442700,-0.302700,-0.362700,0.147300,0.047300,0.117300,0.207300,0.047300,0.127300,-0.022700,0.047300,-0.462700
YGR177C,-0.592900,-0.552900,-0.822900,-0.462900,-0.182900,-0.112900,-0.062900,0.477100,0.517100,0.457100,0.417100,0.127100,0.117100,-0.302900,-0.192900,-0.742900,-0.302900,-0.582900,0.387100,0.257100,0.507100,0.587100,0.697100,0.457100,0.287100,-0.232900,0.097100,-0.132900,-0.102900,-0.362900,-0.142900,-0.372900,0.207100,0.147100,0.167100,0.317100,0.207100,0.107100,0.007100,0.007100,-0.292900
YLR276C,-1.099800,-0.539800,-0.559800,-0.039800,-0.229800,-0.179800,-0.079800,0.630200,0.690200,0.570200,0.450200,0.530200,0.490200,0.160200,0.220200,-0.099800,-0.189800,-0.449800,0.060200,0.200200,0.270200,0.440200,0.420200,0.440200,0.040200,-0.179800,-0.149800,-0.009800,-0.179800,-0.449800,-0.389800,-0.339800,0.080200,-0.019800,-0.069800,0.170200,-0.079800,0.050200,-0.109800,0.000200,-0.469800
YMR009W,-0.212700,-0.272700,-0.212700,0.017300,-0.032700,-0.052700,-0.232700,0.187300,0.427300,0.237300,0.227300,0.177300,0.067300,-0.092700,-0.002700,-0.242700,-0.152700,-0.462700,0.087300,0.157300,0.177300,0.407300,0.227300,0.237300,0.017300,-0.082700,0.077300,-0.172700,-0.062700,-0.242700,-0.242700,-0.312700,0.017300,0.217300,0.057300,0.137300,-0.002700,0.107300,-0.032700,0.127300,-0.272700
YMR294W,-0.308500,-0.528500,-0.178500,-0.158500,0.041500,-0.038500,0.021500,0.511500,0.661500,0.781500,0.461500,0.491500,0.211500,0.081500,0.081500,-0.248500,-0.378500,-0.298500,-0.188500,0.271500,0.151500,0.321500,0.301500,0.331500,-0.088500,-0.208500,-0.078500,0.031500,-0.468500,-0.118500,-0.548500,-0.268500,-0.208500,0.221500,-0.058500,0.241500,-0.188500,0.151500,-0.398500,-0.118500,-0.288500
YOL144W,-0.811500,-0.481500,-0.351500,-0.101500,0.018500,-0.031500,-0.051500,0.698500,0.568500,0.768500,0.638500,0.578500,0.488500,0.178500,0.168500,-0.151500,-0.151500,-0.431500,0.118500,0.268500,0.268500,0.548500,0.388500,0.498500,0.028500,-0.021500,-0.081500,-0.151500,-0.361500,-0.331500,-0.401500,-0.541500,-0.161500,-0.121500,-0.181500,0.058500,-0.141500,0.038500,-0.321500,-0.281500,-0.661500
YOR023C,-0.485600,-0.165600,-0.505600,-0.225600,-0.335600,-0.125600,-0.125600,0.224400,0.004400,0.274400,0.114400,-0.005600,-0.045600,-0.015600,-0.215600,-0.415600,-0.045600,-0.595600,0.014400,-0.025600,0.184400,0.194400,0.224400,0.254400,0.114400,-0.085600,0.024400,0.154400,0.004400,-0.115600,0.014400,-0.175600,0.084400,0.174400,0.154400,0.574400,0.244400,0.424400,0.084400,0.144400,0.024400
YOR319W,-1.169500,-0.789500,-0.449500,-0.139500,0.060500,-0.109500,0.080500,0.440500,0.640500,0.520500,0.430500,0.430500,0.460500,-0.079500,0.140500,-0.449500,-0.449500,-0.629500,0.050500,0.160500,0.050500,0.300500,0.320500,0.330500,0.060500,-0.359500,-0.029500,0.060500,-0.249500,-0.129500,-0.409500,-0.319500,0.160500,0.180500,0.200500,0.210500,0.140500,0.250500,0.010500,0.340500,-0.269500
YPR149W,-0.834900,-0.944900,-0.954900,-0.574900,-0.414900,-0.314900,-0.224900,0.235100,0.335100,0.255100,0.305100,0.005100,-0.074900,-0.244900,-0.334900,-0.614900,-0.474900,-0.464900,0.035100,0.115100,0.255100,0.375100,0.465100,0.475100,0.215100,0.365100,0.065100,0.245100,-0.104900,0.075100,-0.024900,-0.004900,0.385100,0.495100,0.265100,0.655100,0.145100,0.375100,0.125100,0.185100,0.155100
YAL025C,-0.892200,-0.662200,-0.402200,-0.242200,-0.062200,-0.162200,-0.092200,0.577800,0.647800,0.717800,0.657800,0.527800,0.487800,0.287800,0.247800,-0.122200,-0.142200,-0.512200,0.077800,0.357800,0.277800,0.487800,0.317800,0.447800,0.157800,0.107800,0.027800,-0.012200,-0.422200,-0.342200,-0.432200,-0.672200,-0.312200,0.157800,-0.062200,0.117800,-0.082200,0.107800,-0.232200,-0.412200,-0.522200
YAL059W,-0.955600,-0.945600,-0.485600,-0.315600,-0.005600,-0.105600,0.114400,0.574400,1.024400,0.704400,0.854400,0.544400,0.694400,0.194400,0.114400,-0.205600,-0.575600,-0.565600,-0.215600,0.624400,0.084400,0.674400,0.184400,0.474400,-0.045600,0.304400,-0.005600,0.024400,-0.645600,-0.165600,-0.795600,-0.335600,-0.415600,0.324400,-0.095600,0.264400,-0.305600,0.274400,-0.435600,0.114400,-0.545600
YFR001W,-1.066300,-0.716300,-0.826300,-0.026300,-0.246300,0.023700,-0.106300,0.783700,1.013700,1.063700,0.893700,1.103700,0.713700,0.553700,0.193700,-0.336300,-0.726300,-0.406300,-0.636300,0.603700,-0.016300,0.763700,-0.086300,0.783700,-0.026300,0.513700,-0.096300,0.053700,-0.926300,-0.186300,-0.946300,-0.236300,-0.516300,0.373700,-0.286300,0.403700,-0.416300,0.513700,-0.586300,-0.056300,-0.876300
YGR068C,-0.639000,0.011000,-0.389000,0.021000,-0.089000,-0.179000,-0.129000,0.141000,0.111000,0.311000,0.201000,0.031000,0.071000,-0.009000,-0.049000,-0.379000,-0.029000,-0.639000,-0.059000,-0.049000,0.171000,0.301000,0.251000,0.291000,0.111000,-0.129000,0.031000,0.071000,0.041000,-0.259000,-0.119000,-0.339000,-0.009000,0.001000,0.161000,0.421000,0.281000,0.311000,0.081000,0.131000,-0.059000
YLR297W,0.329500,-0.450500,-0.510500,-0.700500,-0.600500,-0.690500,-0.430500,0.429500,1.189500,1.229500,1.149500,1.029500,0.689500,0.149500,-0.080500,-0.460500,-1.020500,-1.090500,-0.610500,-0.110500,0.149500,0.639500,0.709500,0.639500,0.129500,-0.200500,-0.130500,-0.010500,-0.420500,-0.510500,-0.880500,-0.540500,-0.090500,0.209500,0.129500,0.409500,0.189500,0.399500,-0.060500,0.159500,-0.360500
YOL070C,-1.373700,-1.473700,-1.193700,-1.053700,-0.673700,-0.283700,-0.063700,0.436300,0.576300,0.696300,0.766300,0.486300,0.486300,0.186300,-0.213700,-0.473700,-0.483700,-0.893700,-0.123700,0.326300,0.456300,0.656300,0.666300,0.636300,0.536300,0.236300,0.116300,0.076300,-0.133700,-0.373700,-0.213700,-0.333700,0.046300,0.376300,0.286300,0.596300,0.396300,0.386300,0.086300,-0.003700,-0.153700
YPL183C,-0.637600,-0.357600,-0.227600,-0.007600,-0.057600,-0.217600,-0.187600,0.342400,0.422400,0.362400,0.282400,0.342400,0.402400,0.082400,0.232400,-0.137600,-0.217600,-0.457600,0.292400,0.042400,0.212400,0.412400,0.402400,0.322400,0.062400,-0.187600,0.032400,0.002400,-0.067600,-0.497600,-0.347600,-0.427600,0.092400,-0.057600,-0.057600,0.122400,-0.037600,0.012400,-0.017600,0.142400,-0.417600
YPR112C,-1.191500,-0.791500,-0.861500,-0.321500,-0.021500,-0.011500,0.078500,0.668500,0.658500,0.738500,0.628500,0.688500,0.528500,0.198500,0.138500,-0.191500,-0.281500,-0.611500,0.098500,0.378500,0.368500,0.578500,0.478500,0.488500,0.168500,-0.141500,-0.131500,-0.111500,-0.311500,-0.391500,-0.371500,-0.501500,-0.091500,0.048500,-0.001500,0.258500,-0.051500,0.148500,-0.171500,-0.241500,-0.541500
YDL153C,-1.080500,-0.840500,-0.720500,-0.200500,-0.170500,-0.220500,-0.330500,0.699500,0.669500,0.749500,0.509500,0.749500,0.619500,0.409500,0.339500,-0.090500,-0.390500,-0.610500,-0.060500,0.269500,0.229500,0.629500,0.439500,0.589500,0.029500,0.059500,-0.020500,0.129500,-0.290500,-0.490500,-0.530500,-0.470500,-0.190500,0.109500,-0.050500,0.319500,-0.100500,0.259500,-0.170500,-0.220500,-0.560500
YDR083W,-1.183700,-0.733700,-0.523700,-0.083700,-0.103700,-0.113700,0.016300,0.666300,0.726300,0.766300,0.626300,0.636300,0.666300,0.236300,0.256300,-0.143700,-0.233700,-0.543700,-0.073700,0.406300,0.206300,0.556300,0.406300,0.516300,0.146300,-0.003700,-0.013700,0.036300,-0.453700,-0.403700,-0.623700,-0.463700,-0.153700,-0.003700,-0.153700,0.016300,-0.203700,0.096300,-0.233700,0.006300,-0.543700
YER139C,-0.383200,-0.353200,-0.263200,-0.193200,-0.173200,-0.263200,-0.163200,0.366800,0.686800,0.536800,0.286800,0.336800,0.286800,-0.063200,-0.013200,-0.503200,-0.523200,-0.723200,0.086800,-0.103200,0.176800,0.386800,0.516800,0.346800,0.016800,-0.323200,-0.023200,-0.013200,-0.153200,-0.303200,-0.373200,-0.313200,0.046800,0.266800,0.156800,0.216800,0.096800,0.216800,0.076800,0.306800,-0.193200
YHR046C,0.133700,-0.046300,-0.046300,0.163700,0.133700,-0.166300,-0.166300,0.273700,0.583700,0.403700,0.313700,0.313700,0.423700,0.083700,0.023700,-0.226300,-0.286300,-0.626300,-0.016300,-0.236300,-0.016300,0.283700,0.343700,0.243700,-0.006300,-0.186300,-0.016300,-0.016300,-0.126300,-0.426300,-0.476300,-0.536300,0.053700,0.033700,0.043700,-0.046300,0.033700,0.013700,0.013700,0.153700,-0.396300
YNL110C,-0.905600,-0.785600,-0.375600,-0.155600,-0.085600,0.174400,0.174400,0.894400,0.994400,0.924400,0.774400,0.874400,0.744400,0.404400,0.214400,-0.235600,-0.395600,-0.445600,-0.245600,0.554400,0.254400,0.604400,0.394400,0.714400,0.114400,-0.025600,-0.035600,-0.085600,-0.735600,-0.265600,-0.985600,-0.575600,-0.455600,0.124400,-0.405600,0.054400,-0.445600,0.084400,-0.545600,-0.055600,-0.825600
YOR262W,-0.748000,-0.438000,-0.218000,-0.008000,-0.098000,-0.318000,-0.198000,0.422000,0.722000,0.452000,0.382000,0.422000,0.432000,-0.008000,-0.028000,-0.268000,-0.358000,-0.598000,0.082000,0.112000,0.222000,0.542000,0.522000,0.482000,0.162000,-0.158000,0.022000,-0.078000,-0.138000,-0.408000,-0.448000,-0.558000,0.052000,0.072000,0.012000,0.142000,0.042000,0.082000,-0.028000,0.182000,-0.458000
YOR274W,-0.442000,-0.312000,-0.242000,-0.112000,0.028000,0.108000,0.208000,0.578000,0.848000,0.658000,0.638000,0.458000,0.348000,0.038000,-0.042000,-0.352000,-0.262000,-0.552000,0.038000,0.228000,0.228000,0.448000,0.298000,0.308000,0.038000,-0.252000,-0.102000,-0.102000,-0.412000,-0.282000,-0.472000,-0.392000,-0.162000,0.128000,-0.032000,-0.062000,-0.162000,-0.052000,-0.332000,-0.042000,-0.452000
YAR018C,-1.692200,-1.802200,-1.872200,-1.832200,-1.582200,-1.132200,-0.442200,0.827800,1.327800,1.627800,1.497800,1.147800,0.857800,0.227800,-0.062200,-0.862200,-0.942200,-1.312200,-0.702200,-0.122200,0.607800,1.087800,1.217800,1.147800,0.727800,0.247800,0.327800,0.077800,-0.382200,-0.732200,-0.732200,-0.562200,0.087800,0.407800,0.617800,0.847800,0.667800,0.637800,0.327800,0.387800,-0.172200
YDR033W,-0.279300,-0.389300,-0.799300,-0.539300,-0.569300,-0.299300,-0.269300,0.240700,0.370700,0.140700,0.230700,0.240700,0.210700,0.080700,0.110700,-0.239300,-0.609300,-0.569300,-0.089300,0.050700,0.150700,0.250700,0.380700,0.480700,0.190700,0.480700,0.170700,0.210700,-0.209300,0.000700,-0.279300,-0.179300,0.300700,0.250700,0.100700,0.430700,-0.049300,0.210700,0.060700,0.060700,-0.039300
YGR143W,-0.252000,-0.322000,-0.992000,-0.762000,-0.782000,-0.722000,-0.602000,0.268000,0.488000,0.688000,0.498000,0.448000,0.268000,-0.132000,-0.242000,-0.672000,-0.752000,-1.092000,-0.342000,-0.192000,0.328000,0.538000,0.748000,0.608000,0.448000,-0.102000,0.148000,0.188000,-0.002000,-0.332000,-0.232000,-0.532000,0.298000,0.248000,0.458000,0.548000,0.498000,0.388000,0.408000,0.428000,0.118000
YHR152W,-0.335600,-0.845600,-0.735600,-0.735600,-1.065600,-0.625600,-0.265600,0.714400,0.944400,1.154400,0.924400,0.974400,0.654400,0.384400,0.064400,-0.685600,-0.815600,-0.815600,-0.705600,0.104400,0.194400,0.704400,0.564400,0.874400,0.194400,0.124400,-0.235600,0.204400,-0.525600,-0.325600,-0.785600,-0.655600,-0.215600,0.524400,0.124400,0.714400,0.034400,0.664400,-0.145600,0.254400,-0.575600
YKL129C,-0.310700,0.129300,-0.460700,-0.280700,-0.300700,-0.220700,-0.250700,0.289300,0.119300,0.569300,0.309300,0.369300,0.169300,-0.040700,-0.140700,-0.520700,-0.330700,-0.740700,-0.220700,-0.190700,0.199300,0.439300,0.369300,0.399300,0.129300,-0.020700,-0.010700,-0.070700,-0.070700,-0.400700,-0.130700,-0.390700,0.079300,0.049300,0.239300,0.489300,0.389300,0.319300,0.149300,0.099300,-0.200700
YOR001W,-0.781000,-0.341000,-0.601000,-0.181000,-0.071000,-0.201000,-0.191000,0.419000,0.559000,0.459000,0.389000,0.359000,0.449000,0.059000,0.099000,-0.321000,-0.251000,-0.661000,0.189000,0.009000,0.279000,0.399000,0.469000,0.399000,0.159000,-0.241000,0.059000,-0.101000,-0.051000,-0.391000,-0.261000,-0.531000,0.089000,-0.001000,0.039000,0.229000,0.099000,0.089000,0.029000,0.129000,-0.281000
YBL067C,-0.460500,-0.090500,-0.270500,-0.090500,-0.200500,-0.190500,-0.130500,0.229500,0.279500,0.289500,0.259500,0.249500,0.279500,-0.020500,0.049500,-0.330500,-0.200500,-0.660500,0.069500,-0.090500,0.089500,0.339500,0.369500,0.349500,0.119500,-0.240500,0.059500,0.029500,-0.040500,-0.330500,-0.240500,-0.480500,0.139500,-0.010500,0.089500,0.319500,0.179500,0.239500,0.069500,0.219500,-0.240500
YBR139W,-0.201500,-0.041500,-0.441500,-0.311500,-0.561500,-0.671500,-0.711500,-0.081500,-0.001500,0.038500,0.078500,-0.121500,-0.101500,-0.371500,-0.201500,-0.741500,-0.501500,-1.101500,-0.071500,-0.271500,0.088500,0.378500,0.438500,0.368500,0.238500,-0.011500,0.318500,0.248500,0.178500,-0.111500,-0.041500,-0.221500,0.428500,0.388500,0.448500,0.678500,0.548500,0.508500,0.498500,0.588500,0.428500
YCR090C,-1.375900,-1.175900,-0.795900,-0.485900,-0.295900,-0.475900,-0.265900,0.204100,0.744100,0.364100,0.414100,0.424100,0.554100,0.074100,0.154100,-0.305900,-0.535900,-0.545900,0.204100,0.264100,0.134100,0.544100,0.564100,0.364100,0.284100,0.034100,0.304100,0.134100,-0.245900,-0.105900,-0.565900,-0.425900,0.204100,0.414100,0.244100,0.364100,0.104100,0.314100,0.054100,0.424100,-0.285900
YDR308C,-0.801200,-0.611200,-0.521200,-0.001200,0.038800,-0.081200,-0.081200,0.508800,0.768800,0.658800,0.638800,0.478800,0.648800,0.298800,0.268800,-0.361200,-0.521200,-0.521200,-0.281200,0.268800,-0.091200,0.528800,0.148800,0.418800,-0.021200,0.318800,-0.061200,0.218800,-0.751200,-0.231200,-0.971200,-0.331200,-0.291200,0.408800,-0.201200,0.248800,-0.331200,0.348800,-0.141200,0.438800,-0.451200
YGL162W,0.089800,0.239800,0.119800,0.319800,-0.010200,0.019800,-0.040200,0.329800,0.109800,0.559800,0.399800,0.299800,0.189800,0.259800,0.089800,-0.160200,-0.090200,-0.540200,-0.080200,-0.060200,0.119800,0.229800,0.309800,0.259800,0.049800,-0.170200,-0.020200,0.009800,-0.160200,-0.360200,-0.480200,-0.680200,-0.310200,-0.190200,-0.110200,0.139800,-0.020200,-0.050200,-0.160200,-0.120200,-0.330200
YGR092W,-0.437100,-0.467100,-0.817100,-0.567100,-0.587100,-0.497100,-0.457100,0.292900,0.692900,0.762900,0.742900,0.532900,0.512900,0.032900,-0.107100,-0.547100,-0.607100,-0.877100,-0.247100,-0.127100,0.292900,0.652900,0.752900,0.612900,0.332900,0.042900,0.122900,-0.037100,-0.137100,-0.467100,-0.397100,-0.597100,0.072900,0.132900,0.252900,0.282900,0.382900,0.212900,0.172900,0.292900,-0.207100
YMR031C,-0.053900,-0.273900,-1.053900,-1.173900,-1.303900,-0.923900,-0.893900,0.206100,0.316100,0.676100,0.406100,0.336100,-0.033900,-0.283900,-0.413900,-0.853900,-0.993900,-1.343900,-0.623900,-0.033900,0.196100,0.756100,0.626100,0.726100,0.346100,0.256100,0.226100,0.246100,0.036100,-0.173900,-0.083900,-0.283900,0.316100,0.576100,0.606100,0.966100,0.746100,0.856100,0.576100,0.436100,0.366100
YDR465C,-0.776600,-0.606600,-0.536600,-0.336600,-0.056600,-0.396600,-0.086600,0.463400,0.763400,0.643400,0.653400,0.593400,0.683400,0.243400,0.283400,-0.136600,-0.286600,-0.766600,0.063400,0.103400,0.193400,0.443400,0.483400,0.413400,0.153400,-0.036600,0.053400,0.053400,-0.266600,-0.506600,-0.526600,-0.466600,-0.176600,0.063400,-0.096600,0.263400,-0.146600,0.173400,-0.156600,0.013400,-0.436600
YGR070W,-0.336600,-0.136600,-0.586600,-0.286600,-0.466600,-0.296600,-0.406600,0.103400,0.113400,0.473400,0.263400,0.293400,0.093400,-0.086600,-0.206600,-0.476600,-0.316600,-0.766600,-0.126600,-0.286600,0.073400,0.373400,0.513400,0.443400,0.193400,-0.166600,-0.016600,0.023400,-0.006600,-0.376600,-0.096600,-0.276600,0.283400,0.243400,0.363400,0.463400,0.473400,0.313400,0.313400,0.343400,-0.036600
YOR229W,-0.160200,-0.520200,-0.780200,-0.920200,-0.640200,-0.590200,-0.310200,0.149800,0.449800,0.679800,0.719800,0.389800,0.429800,-0.040200,-0.230200,-0.670200,-0.620200,-1.100200,-0.410200,-0.070200,0.219800,0.569800,0.579800,0.599800,0.439800,0.149800,0.109800,0.069800,-0.180200,-0.400200,-0.370200,-0.520200,-0.050200,0.299800,0.309800,0.759800,0.519800,0.609800,0.209800,0.249800,0.069800
YOR273C,0.002900,-0.067100,-0.427100,-0.097100,-0.067100,-0.087100,-0.317100,0.082900,0.162900,0.162900,0.152900,-0.057100,-0.137100,-0.277100,-0.217100,-0.467100,-0.297100,-0.807100,-0.047100,-0.127100,0.142900,0.392900,0.392900,0.232900,0.112900,-0.187100,0.032900,0.072900,0.002900,-0.117100,-0.057100,-0.397100,0.252900,0.182900,0.342900,0.432900,0.302900,0.322900,0.152900,0.212900,0.102900
YDR198C,-0.378500,-0.178500,-0.298500,-0.038500,-0.138500,-0.298500,-0.388500,0.381500,0.671500,0.521500,0.401500,0.511500,0.581500,0.211500,0.171500,-0.278500,-0.338500,-0.598500,-0.018500,-0.048500,0.211500,0.391500,0.481500,0.421500,0.151500,-0.228500,0.031500,0.011500,-0.148500,-0.508500,-0.478500,-0.478500,-0.018500,-0.148500,-0.088500,0.151500,-0.058500,0.091500,-0.068500,0.191500,-0.358500
YGR230W,-1.217300,-1.427300,-1.277300,-1.097300,-1.037300,-0.877300,-0.427300,0.292700,1.152700,1.132700,1.172700,0.712700,0.742700,0.072700,-0.217300,-0.797300,-1.117300,-1.197300,-0.727300,-0.067300,0.172700,0.932700,0.972700,0.932700,0.602700,0.312700,0.232700,0.122700,-0.597300,-0.477300,-0.757300,-0.537300,-0.027300,0.752700,0.512700,0.752700,0.522700,0.752700,0.302700,0.582700,0.142700
YNL032W,-0.645900,-0.685900,-0.745900,-0.555900,-0.175900,-0.335900,-0.105900,0.244100,0.554100,0.384100,0.614100,0.644100,0.744100,0.114100,0.134100,-0.545900,-0.555900,-0.735900,-0.115900,0.074100,0.034100,0.414100,0.374100,0.434100,0.084100,0.094100,0.134100,0.144100,-0.275900,-0.245900,-0.485900,-0.285900,0.004100,0.184100,0.064100,0.394100,0.034100,0.474100,0.024100,0.324100,-0.225900
YOR049C,-2.501700,-2.351700,-2.531700,-1.671700,-1.211700,-0.881700,-1.011700,-0.351700,-0.101700,-0.001700,-0.061700,-0.111700,-0.201700,-0.361700,-0.091700,-0.451700,-0.291700,-0.581700,0.218300,0.078300,0.348300,0.668300,0.768300,0.588300,0.398300,0.068300,0.348300,0.358300,0.468300,0.168300,0.578300,0.148300,1.118300,0.928300,1.178300,1.108300,1.148300,1.098300,1.118300,1.098300,0.768300
